source,target,type
出库记录,库位分布图
入库记录,零件条码信息
入库记录,库位分布图
移库记录,零件条码信息
移库记录,库位分布图
成品定置定位和标识,物料库位编码规范
物料库位编码规范,中长期产能计划
物料库位编码规范,库区分布图
物料库位编码规范,库位分布图
盘点,库位分布图
盘点,PFEP报表
盘点,日生产计划
委外出库,委外出库（厂内物料）
委外出库（厂内物料）,委外出库指令
委外出库（厂内物料）,出库记录
委外出库（厂内物料）,批次跟踪表
委外出库（厂内物料）,上料记录
委外出库指令,日生产计划
委外出库指令,周生产计划
出库记录,委外出库指令
批次跟踪表,出库记录
上料记录,日生产计划
出库上线,拣配&翻包
出库上线,化工料批次管理
出库上线,生产退料
日生产计划,拣配&翻包
拣配&翻包,拣配任务
拣配&翻包,拣配记录
拣配&翻包,批次跟踪表
拣配任务,APS
拣配记录,拣配任务
批次跟踪表,拣配记录
化工料批次管理,化工料批次使用记录
化工料批次使用记录,物料需求计划
化工料批次使用记录,发泡车间化工料使用有效期汇总表
生产退料,退料记录
退料记录,生产完工记录
退料记录,APS
生产制造,生产计划
生产制造,生产排程
生产制造,产前准备
生产制造,生产跟踪&控制
生产制造,返工
生产制造,生产完工
生产计划,中长期产能计划
生产计划,周生产计划
生产计划,日生产计划
中长期产能计划,PBU产能计划
中长期产能计划,工厂产能计划
中长期产能计划,人员预测表
中长期产能计划,模具需求计划
PBU产能计划,客户中长期零件需求预测
工厂产能计划,PBU产能计划
人员预测表,产能计划
模具需求计划,产能计划
周生产计划,周排班计划
周生产计划,设备开机,suit
周排班计划,客户日需求计划
周排班计划,客户交样需求
日生产计划,生产计划变更记录表
日生产计划,冲裁计划分解表
日生产计划,牛皮裁剪计划
日生产计划,每日裁剪计划
日生产计划,每日复合计划
日生产计划,PDS裁剪任务单
日生产计划,复合生产任务单
日生产计划,客户订单
日生产计划,生产完工记录
日生产计划,客户交样需求
日生产计划,模具清单
生产计划变更记录表,客户订单
生产计划变更记录表,收货记录
生产计划变更记录表,客户交样需求
牛皮裁剪计划,客户订单
牛皮裁剪计划,客户交样需求
每日裁剪计划,客户订单
每日裁剪计划,客户交样需求
每日复合计划,客户订单
每日复合计划,客户交样需求
PDS裁剪任务单,牛皮裁剪计划
复合生产任务单,客户订单
复合生产任务单,客户交样需求
生产排程,生产日排班
生产排程,工单管理
生产排程,换模计划
生产日排班,工作岗位安排记录
工作岗位安排记录,日生产计划
工作岗位安排记录,周生产计划
工作岗位安排记录,生产安全检查,suit
工单管理,xx产量单
xx产量单,日生产计划
换模计划,换模计划
换模计划,换模流转卡
换模计划,产品换线信息确认
换模计划,日生产计划
换模流转卡,换模计划
产品换线信息确认,日生产计划
产前准备,人员准备
产前准备,设备开机
产前准备,工艺准备
产前准备,工具准备
产前准备,原材料准备
产前准备,模具准备
人员准备,工作岗位安排记录
工作岗位安排记录,日生产计划
设备开机,日生产计划
设备开机,开机检查表
设备开机,预防性维护点检表(模温机补水箱）
设备开机,液化气点检表
开机检查表,工艺参数卡
断料机点检表,每日裁剪计划
断料机点检表,牛皮裁剪计划
液化气点检表,冲裁计划分解表
液化气点检表,每日裁剪计划
液化气点检表,牛皮裁剪计划
工艺准备,常规参数检查表
工艺准备,缝纫工艺设置检查清单
常规参数检查表,工艺参数卡
常规参数检查表,流量参数卡
缝纫工艺设置检查清单,日生产计划
工具准备,工具领用记录表
工具准备,废旧手套收集数据表
工具准备,XX生产线劳防用品发放明细记录
工具准备,每日钻头点检表
工具领用记录表,周生产计划
废旧手套收集数据表,日生产计划
XX生产线劳防用品发放明细记录,日生产计划
每日钻头点检表,日生产计划
原材料准备,配料记录
原材料准备,1055冲裁（PIP）领料单
原材料准备,缝纫班组每日补片记录表
原材料准备,领料作业记录
配料记录,日生产计划
1055冲裁（PIP）领料单,冲裁计划分解表
冲裁计划分解表,设备开机,suit
缝纫班组每日补片记录表,日生产计划
领料作业记录,日生产计划
模具准备,模具点检卡
模具准备,线上模具排列表
模具准备,头枕模具点检卡
模具准备,换模流转卡
模具准备,刀模排序清单
模具点检卡,日生产计划
模具点检卡,换模流转卡
线上模具排列表,日生产计划
线上模具排列表,换模流转卡
头枕模具点检卡,日生产计划
换模流转卡,换模计划
刀模排序清单,日生产计划
生产跟踪&控制,脱模剂用量控制
生产跟踪&控制,胶水用量控制
生产跟踪&控制,消音蜡用量控制
生产跟踪&控制,人员操作状态跟踪
生产跟踪&控制,生产异常情况跟踪
生产跟踪&控制,生产安全检查
生产跟踪&控制,其他辅料管理
日生产计划,其他辅料管理
脱模剂用量控制,脱模剂用量记录
脱模剂用量记录,日生产计划
脱模剂用量记录,MBOM
胶水用量控制,胶水用量记录
胶水用量记录,日生产计划
胶水用量记录,MBOM
消音蜡用量控制,消音腊用量记录
人员操作状态跟踪,操作报废记录
人员操作状态跟踪,模架放空记录
消音腊用量记录,日生产计划
消音腊用量记录,MBOM
操作报废记录,日生产计划
模架放空记录,设备维修报告
模架放空记录,员工培训记录
生产异常情况跟踪,模具报修单
生产异常情况跟踪,设备报修单
生产异常情况跟踪,包覆工装维修记录
生产异常情况跟踪,机针换针记录
模具报修单,日生产计划
模具报修单,模具点检卡
设备报修单,停机记录表
包覆工装维修记录,日生产计划
机针换针记录,日生产计划
返工,返工管理
返工管理,返工记录
返工管理,特定出货产品追溯记录表
特定出货产品追溯记录表,日生产计划
特定出货产品追溯记录表,返工记录
生产完工,生产报工
生产完工,生产交接
生产完工,设备关机
生产完工,废弃物管理
生产报工,生产完工记录
生产报工,生产报废记录
日生产计划,生产报工,suit
生产完工记录,日生产计划
生产报废记录,日生产计划
生产交接,交接班记录
生产交接,生产日报
生产交接,每日工作记录
交接班记录,日生产计划
生产日报,日生产计划
每日工作记录,日生产计划
设备关机,关机检查记录表
关机检查记录表,生产完工记录
关机检查记录表,日生产计划
废弃物管理,边角料装运清单
边角料装运清单,日生产计划
发运,成品发运
发运,发运跟踪
成品发运,发运计划
成品发运,JIT配送上线
成品发运,非JIT配送上线
成品发运,发运装车
发运计划,发运计划
发运计划,提货单
发运计划,客户订单
提货单,客户订单
JIT配送上线,配送记录
JIT配送上线,批次跟踪
非JIT配送上线,配送记录
非JIT配送上线,批次跟踪
配送记录,AMP
批次跟踪,配送记录
配送记录,客户日需求计划
批次跟踪,配送记录
发运装车,发运记录
发运记录,客户日需求计划
发运跟踪,在途跟踪
在途跟踪,发运跟踪记录
在途跟踪,超额运费记录表
在途跟踪,物流费用
发运跟踪记录,配送记录
发运跟踪记录,配送记录
超额运费记录表,客户日需求计划
物流费用,发运记录
常规配方管理,自动配制记录
常规配方管理,配料关键参数检查记录
现场工艺参数管理,现场参数更改记录
现场工艺参数管理,4M1E变更管理表
现场工艺参数管理,流量参数卡
现场工艺参数管理,PDE参数卡
现场工艺参数管理,工艺参数卡
现场工艺参数管理,工艺参数巡检记录表
现场工艺参数管理,常规参数检查表
现场工艺参数管理,关机检查记录表
现场工艺参数管理,工艺交接班记录表
RTY提高,现场参数更改记录
RTY提高,RTY
RTY提高,4M1E变更管理表
配制记录,4M1E变更管理表
RTY提高,现场参数更改记录
性能控制,现场参数更改记录
性能控制,4M1E变更管理表
常规配方调整,自动配制记录
常规配方调整,配料关键参数检查记录
常规配方调整,4M1E变更管理表
投产前试制,试制记录
投产前试制,PFMEA
化工料配制,配料关键参数检查记录
化工料配制,预防性维护点检表
化工料配制,自动配制记录
化工料配制,化工原料批次使用记录表
化工料配制,上升实验记录表
化工料配制,发泡车间化工料使用有效期汇总表
化工料配制,ISO移动罐收货抽料检查表
进货检验,抽样方案
进货检验,检验规范
进货检验,检验结果录入
抽样方案,进料验证清单
抽样方案,化工料进料验证清单
检验规范,进货检验记录表
检验结果录入,进货检验记录表
检验结果录入,不合格品记录表
检验结果录入,供应商材料拒收报告SMRR
检验结果录入,供应商回收表
检验结果录入,上升实验记录表
过程检验&问题解决,抽样方案
过程检验&问题解决,检验规范
过程检验&问题解决,检验结果录入
过程检验&问题解决,过程问题收集
抽样方案,进料验证清单
检验规范,进货检验记录表
检验结果录入,产品重量检查记录表
检验结果录入,过程检查记录表
检验结果录入,不合格品记录表
检验结果录入,拆解报废单
检验结果录入,电子称校对记录表
检验结果录入,成品审核工作表
检验结果录入,检测报告
检验结果录入,测试委托单
检验结果录入,拆解报废单（面套）
过程问题收集,泡沫尺寸检验记录
过程问题收集,检查报告书
过程问题收集,问题清单
过程问题收集,RTY
过程问题收集,不合格品记录表
过程问题收集,质量警告
过程问题收集,8D问题分析报告
内部审核,产品审核
内部审核,分层审核
产品审核,年度产品审核及型式实验计划
分层审核,分层审核表
客户关注,0公里报怨
客户关注,Audit抱怨
客户关注,售后报怨
0公里报怨,客户抱怨记录（问题清单）
Audit抱怨,客户抱怨记录（问题清单）
Audit抱怨,8D问题分析报告
Audit抱怨,PFMEA-CP评审工作表
Audit抱怨,不合格品遏制清单
售后报怨,客户抱怨记录（问题清单）
售后报怨,8D问题分析报告
售后报怨,PFMEA-CP评审工作表
售后报怨,不合格品遏制清单
快速响应,风险评估
快速响应,遏制
快速响应,工厂晨会
快速响应,问题解决
快速响应,经验教训库
风险评估,PFMEA-CP评审工作表
遏制,遏制成本
遏制,全检记录表
遏制,不合格品遏制清单
遏制,不合格品记录表
遏制,拆解报废单
遏制,质量警告
遏制,拆解报废单（面套）
工厂晨会,晨会问题清单
工厂晨会,质量交接班记录
问题解决,8D问题分析报告
经验教训库,PFMEA
不合格品处理,正常NC品处理
不合格品处理,特殊NC品处理
不合格品处理,在制品返工
正常NC品处理,不合格品记录表
正常NC品处理,质量警告
正常NC品处理,8D问题分析报告
正常NC品处理,问题清单
正常NC品处理,供应商材料拒收报告SMRR
正常NC品处理,供应商回收表
正常NC品处理,拆解报废单
特殊NC品处理,发泡试制跟踪表
特殊NC品处理,试制跟踪表
特殊NC品处理,试制产品审核表
在制品返工,不合格品记录表
供应商管理,发布管理
供应商管理,审核管理
供应商管理,考评管理
供应商管理,型式试验
发布管理,化工原料外协件进货检验
发布管理,供应商材料拒收报告SMRR
发布管理,8D问题分析报告
审核管理,化工原料外协件进货检验
审核管理,问题清单
考评管理,SPPM
考评管理,问题清单
型式试验,型式试验大纲
型式试验,型式试验计划
型式试验,试验报告
型式试验大纲,DVP
型式试验计划,年度产品审核及型式实验计划
型式试验计划,测试委托单
产品特性检查,试验报告
变更管理,4M1E变更
变更管理,ECO&ECR
4M1E变更,4M1E变更管理表
4M1E变更,试制跟踪表
4M1E变更,试制产品审核表
4M1E变更,发泡试制跟踪表
ECO&ECR,模具履历表
ECO&ECR,零件履历表
ECO&ECR,试制跟踪表
ECO&ECR,试制产品审核表
ECO&ECR,发泡试制跟踪表
设备巡检,问题清单
设备巡检,预防性维护点检表
工装模具开发管理,工装模具开发
工装模具开发管理,模具验收
模具验收,试制记录
模具验收,零件履历表
模具验收,模具履历表
工装模具台账管理,模具清单
工装模具台账管理,固定资产清单
生产领用上线,换模流转卡
生产领用上线,模具清单
工装模具更改,模具履历表
工装模具更改,模具更改通知单
工装模具更改,资产送修单
工装模具更改,模具清单
模具维修,自行维修
模具维修,供应商维修
自行维修,4M1E履历表
供应商维修,资产送修单
供应商维修,模具履历表
工装模具转移,资产送修单
工装模具转移,模具清单
